5.81565128	28.33489615	99.98667988
6.16751294	27.92346721	1338.58820598
4.74138277	22.92126827	1096.52201706
3.14105954	17.57023891	838.00285890
2.48668097	14.31686586	682.36898487
1.74142595	10.29878373	490.48768320
1.52990057	8.88631873	421.46011795
0.94617843	6.36074852	304.23829215
0.57562340	4.25138252	201.52605340
0.61021426	3.61603171	171.53409446
0.36376378	2.28464658	108.63724603
0.23513729	1.65385357	78.59016860
0.18620528	1.31484848	62.41590751
0.17980630	1.10710762	52.67081486
0.08758782	0.74675267	35.40912904
0.06209116	0.64321980	30.46455410
0.05514945	0.60134542	28.53574445
0.06187236	0.54997563	26.12288756
0.05649819	0.50770598	24.10901008
0.05509339	0.47412668	22.52263300
0.04656194	0.42633373	20.34082703
0.04775977	0.40883523	19.42078595
0.05043728	0.40113032	19.09053916
0.04976527	0.37998291	18.07180249
0.04979757	0.36543902	17.35039012
0.04905724	0.35134197	16.64843227
0.04839665	0.33734708	16.01139986
0.04392976	0.31679088	15.08567819
0.04314428	0.29987357	14.28822164
0.04314038	0.29048751	13.80513133
0.04345154	0.28571453	13.59556513
0.03938168	0.27659231	13.12752161
0.03806144	0.26052675	12.39318294
0.03583423	0.25377154	12.05830535
0.03458972	0.24357762	11.58659530
0.03171059	0.22990689	10.94384902
0.02747728	0.21776479	10.33914396
0.02492378	0.21007874	9.98430227
0.02432630	0.19864473	9.42095211
0.02235684	0.19565879	9.27483032
0.01753787	0.18541669	8.82987546
0.02092427	0.17952096	8.52007874
0.01806160	0.17205946	8.15016279
0.01440638	0.16476472	7.80373585
0.01276430	0.15395686	7.31167738
0.00737920	0.14390964	6.82252414
0.00977899	0.14337799	6.80264943
0.00943996	0.14238918	6.75566916
0.01072195	0.13437031	6.36201031
0.00392914	0.11803702	5.60585444
0.00153715	0.11409735	5.41467601
0.00097625	0.11453027	5.43459694
0.00874652	0.11264220	5.32793626
0.00199860	0.11178741	5.30539245
0.00172942	0.10390786	4.94046623
0.00105868	0.09868886	4.67404716
0.00657073	0.10190513	4.81366029
0.00647556	0.09816541	4.65093722
0.00079979	0.09189798	4.33767588
0.00511883	0.09185554	4.45796153
0.00223698	0.08455782	4.05104918
0.00391197	0.08092304	3.81923154
0.00844176	0.09654736	4.55309292
0.00138082	0.07908682	3.72863380
0.00046048	0.07012116	3.19059802
0.00000000	0.06801286	2.65511509
0.01346333	0.07068902	3.09790437
0.00155789	0.06561498	3.09531896
0.00000000	0.06589775	2.57810881
0.00007655	0.06282203	2.20145390
0.00000000	0.07074496	2.59904518
0.00716857	0.07957823	2.53278123
0.01686664	0.06221226	3.13521617
0.00191601	0.05879681	2.76172384
0.05826304	0.12247192	6.14844323
0.00413973	0.06828021	3.22646038
0.00364165	0.06646804	3.14255993
0.00680628	0.05427807	2.54359252
0.00338503	0.05935331	2.62949356
0.00000000	0.06182105	1.56077004
0.01161806	0.05995252	2.95286419
0.01906425	0.06416460	2.27893172
0.00000000	0.06541291	0.77283992
0.06628837	0.21246416	10.42008023
0.00799140	0.10549610	4.97345000
0.00000000	0.05563594	2.61453219
0.00111312	0.04603215	2.16917808
0.00000000	0.04430575	1.43861314
0.00234597	0.04398054	1.58365580
0.01664853	0.05546959	2.75399139
0.00211361	0.05893514	0.42877011
0.00266243	0.04831162	1.09789572
0.01301433	0.04221366	1.47406456
0.00450853	0.03540135	0.83657193
0.00260830	0.04536607	0.41789592
0.01224193	0.03516805	0.23188235
0.00175356	0.05304669	0.05304669
0.01064027	0.14518563	0.69327996
0.00975718	0.04667380	0.11464923
0.03487728	0.12808754	0.50132624
0.00585336	0.04250963	0.05360083
0.00228648	0.05465631	0.08926729
0.02359536	0.09573397	3.19765242
0.01079798	0.06485673	0.10470888
0.01165722	0.04477843	0.52099225
0.00515946	0.03662364	0.05541225
0.02122633	0.04516290	0.45391102
0.00745618	0.03313395	0.17843078
0.00396186	0.02776452	0.05989612
0.00424798	0.02487064	0.04131628
0.00317268	0.06672247	0.26459456
0.04313596	0.04648267	0.97053567
0.00095108	0.05523712	0.15016462
0.00233144	0.02027206	0.03856794
0.00463200	0.02040571	0.06511584
0.00224830	0.06576012	0.27940212
0.01974520	0.04668865	0.63464351
0.01850774	0.12947064	3.89583584
0.00847437	0.05042164	0.19552813
0.00376554	0.02904880	0.06342212
0.00185780	0.01888129	0.02994389
0.00620202	0.01919026	0.07801376
0.00245810	0.00863994	0.03171380
0.01230938	0.05353202	0.19760599
0.01250227	0.03133718	0.85500727
0.02012447	0.07289392	0.33821312
0.07935012	0.20340558	8.24960068
0.05528203	0.15483956	6.64143739
0.07687183	0.08919129	3.40813301
0.04586016	0.12954229	4.23399044
0.00770198	0.02811143	1.23437656
0.05097938	0.05097938	1.14787167
0.01626138	0.02750779	0.28550293
0.07009896	0.07847533	1.84603253
0.01644154	0.02329891	0.45162574
0.01120698	0.03367622	0.21370197
0.01076436	0.05346604	2.17510765
0.00354102	0.02218785	0.13263567
0.09338548	0.12642018	0.89070833
0.02043862	0.06274117	0.21089937
0.00012537	0.01050270	0.01050270
0.01134221	0.01943411	0.14300786
0.00246725	0.01505339	0.03690335
0.01545412	0.04611134	0.98546475
0.00472263	0.01288684	0.05770902
0.00147148	0.00763509	0.01513470
0.00195703	0.00986444	0.02162709
0.00115192	0.00446664	0.01087178
0.01813958	0.01717454	0.05466624
0.13947709	0.24360292	8.33538922
0.01908340	0.06418734	3.09205645
0.00301504	0.01772872	0.72281459
0.00120621	0.00686363	0.20418242
0.00087938	0.00382953	0.05038875
0.00034913	0.00199905	0.00408532
0.00013418	0.00090138	0.00186894
0.00028238	0.00084823	0.00201581
0.00088138	0.00266534	0.04230637
0.00025809	0.00168854	0.01528746
0.00006583	0.00113347	0.00184716
0.00130389	0.00263524	0.01514984
0.00214457	0.00214457	0.01332258
0.00049219	0.00084044	0.00241962
0.00160325	0.00327295	0.03406585
0.00102014	0.00140614	0.00808643
0.00316131	0.00503499	0.08626635
0.00040008	0.00061321	0.00349364
0.00119388	0.00336627	0.05828333
0.00220181	0.00651223	0.39255792
0.00070861	0.00320929	0.17249888
0.00335500	0.00532412	0.26727654
0.00201894	0.00382045	0.19835487
0.00028286	0.00234895	0.11411568
0.00039054	0.00250822	0.11928858
0.00337450	0.00838018	0.14221554
0.00034631	0.00301649	0.03960429
0.00058472	0.00429344	0.20599805
0.00009564	0.00187525	0.09262898
0.00000632	0.00125450	0.05890173
0.00000000	0.00083109	0.03940574
0.00004424	0.00113041	0.05377700
0.00000607	0.00078352	0.03701494
0.00000000	0.00048070	0.02268808
0.00000000	0.00033512	0.01580905
0.00000205	0.00023699	0.01121151
0.00001974	0.00019659	0.00929506
0.00000158	0.00011815	0.00558882
0.00000000	0.00008752	0.00415251
0.00000239	0.00005425	0.00278792
0.00000497	0.00008043	0.00381437
0.00000387	0.00002591	0.00132727
0.00001437	0.00004076	0.00217771
0.00002391	0.00010786	0.00519443
0.00000267	0.00004384	0.00216418
0.00000812	0.00005321	0.00044450
0.00001358	0.00004209	0.00212670
0.00000217	0.00001971	0.00005907
0.00000374	0.00003793	0.00179126
0.00000258	0.00002610	0.00123653
0.00000080	0.00001664	0.00080381
0.00000000	0.00000917	0.00043634
0.00000062	0.00000488	0.00024492
0.00000245	0.00000760	0.00038387
0.00000540	0.00003340	0.00039830
0.00000182	0.00000783	0.00021173
0.00000073	0.00000783	0.00036974
0.00000005	0.00000341	0.00016163
0.00000107	0.00000280	0.00014438
0.00000058	0.00000629	0.00030250
0.00000208	0.00001386	0.00067362
0.00000314	0.00000727	0.00037658
0.00000340	0.00001809	0.00010834
0.00000670	0.00001195	0.00007752
0.00000427	0.00001123	0.00003929
0.00000224	0.00000469	0.00002625
0.00000448	0.00001653	0.00007671
0.00000188	0.00000357	0.00001139
0.00000037	0.00000173	0.00000804
0.00000141	0.00000200	0.00001880
0.00000016	0.00000095	0.00000262
0.00000092	0.00000182	0.00000948
