Opening log file:  /home/users/mbenguebila/java.log.16170
[?1h=
                                                                                            < M A T L A B (R) >
                                                                                  Copyright 1984-2017 The MathWorks, Inc.
                                                                                  R2017a (9.2.0.538062) 64-bit (glnxa64)
                                                                                             February 23, 2017

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
[H[J    10

Elapsed time is 138.555515 seconds.
File #	Point #	Step #	Time	#Time left
1	331	330000	  155.66	 4561.45
1	336	335000	  157.96	 4557.22
1	341	340000	  160.28	 4553.72
1	346	345000	  162.68	 4552.81
1	351	350000	  165.06	 4550.91
1	356	355000	  167.40	 4547.96
1	361	360000	  169.77	 4545.95
1	366	365000	  172.08	 4542.52
1	371	370000	  174.49	 4541.49
1	376	375000	  176.92	 4540.82
1	381	380000	  179.27	 4538.26
1	386	385000	  181.59	 4535.10
1	391	390000	  183.94	 4532.41
1	396	395000	  186.26	 4529.24
1	401	400000	  188.58	 4525.98
1	406	405000	  191.00	 4525.15
1	411	410000	  193.43	 4524.40
1	416	415000	  195.86	 4523.63
1	421	420000	  198.25	 4521.91
1	426	425000	  200.52	 4517.53
1	431	430000	  202.85	 4514.62
1	436	435000	  205.25	 4513.07
1	441	440000	  207.63	 4511.19
1	446	445000	  209.96	 4508.22
1	451	450000	  212.28	 4505.15
1	456	455000	  214.67	 4503.42
1	461	460000	  217.04	 4501.13
1	466	465000	  219.35	 4497.92
1	471	470000	  221.68	 4494.89
1	476	475000	  223.98	 4491.34
1	481	480000	  226.31	 4488.56
1	486	485000	  228.62	 4485.25
1	491	490000	  230.97	 4482.68
1	496	495000	  233.35	 4480.87
1	501	500000	  235.71	 4478.48
1	506	505000	  238.03	 4475.49
1	511	510000	  240.37	 4472.83
1	516	515000	  242.74	 4470.62
1	521	520000	  245.11	 4468.60
1	526	525000	  247.42	 4465.36
1	531	530000	  249.76	 4462.77
1	536	535000	  252.12	 4460.36
1	541	540000	  254.39	 4456.50
1	546	545000	  256.74	 4454.06
1	551	550000	  259.10	 4451.81
1	556	555000	  261.48	 4449.89
1	561	560000	  263.83	 4447.50
1	566	565000	  266.23	 4445.81
1	571	570000	  268.62	 4444.00
1	576	575000	  270.93	 4440.90
1	581	580000	  273.27	 4438.28
1	586	585000	  275.66	 4436.47
1	591	590000	  278.00	 4433.80
1	596	595000	  280.35	 4431.48
1	601	600000	  282.70	 4429.00
1	606	605000	  285.00	 4425.79
1	611	610000	  287.32	 4422.78
1	616	615000	  289.70	 4420.82
1	621	620000	  291.98	 4417.31
1	626	625000	  294.27	 4414.07
1	631	630000	  296.62	 4411.63
1	636	635000	  298.97	 4409.26
1	641	640000	  301.32	 4406.78
1	646	645000	  303.69	 4404.64
1	651	650000	  306.05	 4402.39
1	656	655000	  308.37	 4399.62
1	661	660000	  310.70	 4396.86
1	666	665000	  313.02	 4394.00
1	671	670000	  315.34	 4391.16
1	676	675000	  317.67	 4388.60
1	681	680000	  320.03	 4386.35
1	686	685000	  322.41	 4384.25
1	691	690000	  324.73	 4381.51
1	696	695000	  327.07	 4378.94
1	701	700000	  329.36	 4375.81
1	706	705000	  331.78	 4374.35
1	711	710000	  334.20	 4372.86
1	716	715000	  336.59	 4370.98
1	721	720000	  338.94	 4368.55
1	726	725000	  341.26	 4365.77
1	731	730000	  343.58	 4362.96
1	736	735000	  345.91	 4360.30
1	741	740000	  348.23	 4357.61
1	746	745000	  350.60	 4355.39
1	751	750000	  352.89	 4352.31
1	756	755000	  355.20	 4349.49
1	761	760000	  357.47	 4346.08
1	766	765000	  359.81	 4343.64
1	771	770000	  362.14	 4341.02
1	776	775000	  364.47	 4338.39
1	781	780000	  366.83	 4336.13
1	786	785000	  369.17	 4333.66
1	791	790000	  371.53	 4331.39
1	796	795000	  373.89	 4329.18
1	801	800000	  376.24	 4326.77
1	806	805000	  378.57	 4324.20
1	811	810000	  380.97	 4322.37
1	816	815000	  383.31	 4319.84
1	821	820000	  385.64	 4317.34
1	826	825000	  387.97	 4314.70
1	831	830000	  390.27	 4311.78
1	836	835000	  392.58	 4308.94
1	841	840000	  394.93	 4306.59
1	846	845000	  397.25	 4303.94
1	851	850000	  399.60	 4301.58
1	856	855000	  401.96	 4299.32
1	861	860000	  404.28	 4296.69
1	866	865000	  406.63	 4294.31
1	871	870000	  408.99	 4292.07
1	876	875000	  411.34	 4289.65
1	881	880000	  413.71	 4287.51
1	886	885000	  416.05	 4285.09
1	891	890000	  418.42	 4282.88
1	896	895000	  420.76	 4280.44
1	901	900000	  423.09	 4277.90
1	906	905000	  425.40	 4275.20
1	911	910000	  427.75	 4272.78
1	916	915000	  430.11	 4270.51
1	921	920000	  432.42	 4267.84
1	926	925000	  434.77	 4265.41
1	931	930000	  437.12	 4263.13
1	936	935000	  439.49	 4260.92
1	941	940000	  441.85	 4258.63
1	946	945000	  444.19	 4256.27
1	951	950000	  446.55	 4253.99
1	956	955000	  448.90	 4251.66
1	961	960000	  451.25	 4249.26
1	966	965000	  453.61	 4246.99
1	971	970000	  455.94	 4244.48
1	976	975000	  458.24	 4241.69
1	981	980000	  460.56	 4239.07
1	986	985000	  462.90	 4236.59
1	991	990000	  465.27	 4234.40
1	996	995000	  467.59	 4231.81
2	1	1000000	  470.02	 4230.18
2	6	1005000	  472.34	 4227.56
2	11	1010000	  474.67	 4225.02
2	16	1015000	  476.99	 4222.40
2	21	1020000	  479.31	 4219.84
2	26	1025000	  481.62	 4217.14
2	31	1030000	  483.93	 4214.38
2	36	1035000	  486.27	 4211.96
2	41	1040000	  488.60	 4209.50
2	46	1045000	  490.92	 4206.86
2	51	1050000	  493.19	 4203.84
2	56	1055000	  495.52	 4201.38
2	61	1060000	  497.83	 4198.70
2	66	1065000	  500.19	 4196.44
2	71	1070000	  502.49	 4193.72
2	76	1075000	  504.83	 4191.29
2	81	1080000	  507.18	 4188.95
2	86	1085000	  509.43	 4185.78
2	91	1090000	  511.75	 4183.18
2	96	1095000	  514.08	 4180.70
2	101	1100000	  516.41	 4178.26
2	106	1105000	  518.76	 4175.94
2	111	1110000	  521.09	 4173.39
2	116	1115000	  523.41	 4170.82
2	121	1120000	  525.75	 4168.44
2	126	1125000	  528.17	 4166.69
2	131	1130000	  530.53	 4164.41
2	136	1135000	  532.92	 4162.44
2	141	1140000	  535.27	 4160.12
2	146	1145000	  537.54	 4157.16
2	151	1150000	  539.82	 4154.27
2	156	1155000	  542.15	 4151.82
2	161	1160000	  544.47	 4149.22
2	166	1165000	  546.80	 4146.75
2	171	1170000	  549.13	 4144.27
2	176	1175000	  551.48	 4141.95
2	181	1180000	  553.82	 4139.60
2	186	1185000	  556.15	 4137.12
2	191	1190000	  558.46	 4134.52
2	196	1195000	  560.79	 4132.03
2	201	1200000	  563.11	 4129.47
2	206	1205000	  565.44	 4127.01
2	211	1210000	  567.76	 4124.50
2	216	1215000	  570.12	 4122.22
2	221	1220000	  572.53	 4120.37
2	226	1225000	  574.94	 4118.45
2	231	1230000	  577.38	 4116.74
2	236	1235000	  579.79	 4114.86
2	241	1240000	  582.22	 4113.08
2	246	1245000	  584.64	 4111.29
2	251	1250000	  586.97	 4108.80
2	256	1255000	  589.24	 4105.87
2	261	1260000	  591.56	 4103.39
2	266	1265000	  593.91	 4101.03
2	271	1270000	  596.24	 4098.55
2	276	1275000	  598.60	 4096.27
2	281	1280000	  600.94	 4093.93
2	286	1285000	  603.30	 4091.65
2	291	1290000	  605.65	 4089.31
2	296	1295000	  607.98	 4086.83
2	301	1300000	  610.28	 4084.20
2	306	1305000	  612.58	 4081.54
2	311	1310000	  614.87	 4078.82
2	316	1315000	  617.27	 4076.81
2	321	1320000	  619.63	 4074.54
2	326	1325000	  621.95	 4072.02
2	331	1330000	  624.35	 4069.98
2	336	1335000	  626.75	 4067.98
2	341	1340000	  629.11	 4065.71
2	346	1345000	  631.44	 4063.31
2	351	1350000	  633.77	 4060.82
2	356	1355000	  636.08	 4058.22
2	361	1360000	  638.43	 4055.90
2	366	1365000	  640.76	 4053.42
2	371	1370000	  643.08	 4050.96
2	376	1375000	  645.39	 4048.37
2	381	1380000	  647.74	 4046.01
2	386	1385000	  650.08	 4043.62
2	391	1390000	  652.46	 4041.49
2	396	1395000	  654.79	 4039.06
2	401	1400000	  657.10	 4036.47
2	406	1405000	  659.49	 4034.36
2	411	1410000	  661.84	 4032.04
2	416	1415000	  664.17	 4029.62
2	421	1420000	  666.48	 4027.07
2	426	1425000	  668.79	 4024.48
2	431	1430000	  671.16	 4022.27
2	436	1435000	  673.47	 4019.69
2	441	1440000	  675.79	 4017.21
2	446	1445000	  678.15	 4014.95
2	451	1450000	  680.50	 4012.63
2	456	1455000	  682.85	 4010.26
2	461	1460000	  685.26	 4008.31
2	466	1465000	  687.62	 4006.04
2	471	1470000	  689.97	 4003.70
2	476	1475000	  692.30	 4001.25
2	481	1480000	  694.58	 3998.52
2	486	1485000	  696.87	 3995.88
2	491	1490000	  699.20	 3993.40
2	496	1495000	  701.57	 3991.19
2	501	1500000	  703.89	 3988.72
2	506	1505000	  706.25	 3986.47
2	511	1510000	  708.61	 3984.18
2	516	1515000	  710.95	 3981.78
2	521	1520000	  713.23	 3979.08
2	526	1525000	  715.51	 3976.35
2	531	1530000	  717.82	 3973.84
2	536	1535000	  720.20	 3971.66
2	541	1540000	  722.55	 3969.32
2	546	1545000	  724.91	 3967.05
2	551	1550000	  727.24	 3964.64
2	556	1555000	  729.58	 3962.27
2	561	1560000	  731.91	 3959.81
2	566	1565000	  734.24	 3957.41
2	571	1570000	  736.59	 3955.05
2	576	1575000	  738.91	 3952.56
2	581	1580000	  741.27	 3950.32
2	586	1585000	  743.62	 3947.98
2	591	1590000	  745.99	 3945.75
2	596	1595000	  748.34	 3943.45
2	601	1600000	  750.72	 3941.30
2	606	1605000	  753.09	 3939.05
2	611	1610000	  755.42	 3936.63
2	616	1615000	  757.80	 3934.44
2	621	1620000	  760.10	 3931.89
2	626	1625000	  762.42	 3929.41
2	631	1630000	  764.79	 3927.19
2	636	1635000	  767.22	 3925.24
2	641	1640000	  769.64	 3923.26
2	646	1645000	  772.02	 3921.09
2	651	1650000	  774.33	 3918.59
2	656	1655000	  776.66	 3916.15
2	661	1660000	  779.01	 3913.80
2	666	1665000	  781.33	 3911.36
2	671	1670000	  783.64	 3908.82
2	676	1675000	  786.01	 3906.60
2	681	1680000	  788.34	 3904.14
2	686	1685000	  790.64	 3901.59
2	691	1690000	  792.98	 3899.20
2	696	1695000	  795.33	 3896.90
2	701	1700000	  797.75	 3894.92
2	706	1705000	  800.15	 3892.83
2	711	1710000	  802.51	 3890.51
2	716	1715000	  804.85	 3888.17
2	721	1720000	  807.18	 3885.72
2	726	1725000	  809.50	 3883.23
2	731	1730000	  811.88	 3881.05
2	736	1735000	  814.24	 3878.76
2	741	1740000	  816.56	 3876.32
2	746	1745000	  818.92	 3874.04
2	751	1750000	  821.26	 3871.65
2	756	1755000	  823.59	 3869.23
2	761	1760000	  825.97	 3867.03
2	766	1765000	  828.35	 3864.85
2	771	1770000	  830.71	 3862.57
2	776	1775000	  833.08	 3860.33
2	781	1780000	  835.45	 3858.08
2	786	1785000	  837.75	 3855.52
2	791	1790000	  840.11	 3853.24
2	796	1795000	  842.47	 3850.97
2	801	1800000	  844.81	 3848.59
2	806	1805000	  847.15	 3846.20
2	811	1810000	  849.47	 3843.75
2	816	1815000	  851.81	 3841.35
2	821	1820000	  854.14	 3838.92
2	826	1825000	  856.49	 3836.59
2	831	1830000	  858.84	 3834.29
2	836	1835000	  861.19	 3831.96
2	841	1840000	  863.53	 3829.55
2	846	1845000	  865.87	 3827.17
2	851	1850000	  868.22	 3824.85
2	856	1855000	  870.61	 3822.72
2	861	1860000	  872.95	 3820.31
2	866	1865000	  875.28	 3817.92
2	871	1870000	  877.64	 3815.61
2	876	1875000	  879.98	 3813.26
2	881	1880000	  882.35	 3810.99
2	886	1885000	  884.70	 3808.68
2	891	1890000	  887.05	 3806.33
2	896	1895000	  889.41	 3804.06
2	901	1900000	  891.74	 3801.64
2	906	1905000	  894.08	 3799.25
2	911	1910000	  896.39	 3796.74
2	916	1915000	  898.76	 3794.50
2	921	1920000	  901.09	 3792.09
2	926	1925000	  903.46	 3789.84
2	931	1930000	  905.80	 3787.44
2	936	1935000	  908.12	 3784.99
2	941	1940000	  910.47	 3782.67
2	946	1945000	  912.79	 3780.21
2	951	1950000	  915.12	 3777.80
2	956	1955000	  917.43	 3775.32
2	961	1960000	  919.77	 3772.94
2	966	1965000	  922.13	 3770.63
2	971	1970000	  924.40	 3767.99
2	976	1975000	  926.77	 3765.73
2	981	1980000	  929.10	 3763.34
2	986	1985000	  931.42	 3760.87
2	991	1990000	  933.80	 3758.66
2	996	1995000	  936.16	 3756.35
3	1	2000000	  938.49	 3753.98
3	6	2005000	  940.80	 3751.47
3	11	2010000	  943.15	 3749.15
3	16	2015000	  945.53	 3746.92
3	21	2020000	  947.85	 3744.46
3	26	2025000	  950.20	 3742.13
3	31	2030000	  952.51	 3739.66
3	36	2035000	  954.81	 3737.14
3	41	2040000	  957.15	 3734.76
3	46	2045000	  959.48	 3732.37
3	51	2050000	  961.82	 3729.98
3	56	2055000	  964.22	 3727.85
3	61	2060000	  966.55	 3725.42
3	66	2065000	  968.91	 3723.15
3	71	2070000	  971.21	 3720.62
3	76	2075000	  973.55	 3718.26
3	81	2080000	  975.87	 3715.80
3	86	2085000	  978.22	 3713.47
3	91	2090000	  980.55	 3711.10
3	96	2095000	  982.90	 3708.74
3	101	2100000	  985.27	 3706.49
3	106	2105000	  987.64	 3704.22
3	111	2110000	  989.96	 3701.80
3	116	2115000	  992.29	 3699.38
3	121	2120000	  994.61	 3696.96
3	126	2125000	  996.87	 3694.29
3	131	2130000	  999.12	 3691.59
3	136	2135000	 1001.45	 3689.17
3	141	2140000	 1003.79	 3686.83
3	146	2145000	 1006.13	 3684.46
3	151	2150000	 1008.49	 3682.16
3	156	2155000	 1010.85	 3679.87
3	161	2160000	 1013.19	 3677.51
3	166	2165000	 1015.52	 3675.10
3	171	2170000	 1017.85	 3672.69
3	176	2175000	 1020.15	 3670.21
3	181	2180000	 1022.51	 3667.90
3	186	2185000	 1024.91	 3665.74
3	191	2190000	 1027.24	 3663.35
3	196	2195000	 1029.57	 3660.96
3	201	2200000	 1031.92	 3658.62
3	206	2205000	 1034.27	 3656.30
3	211	2210000	 1036.59	 3653.85
3	216	2215000	 1038.93	 3651.48
3	221	2220000	 1041.27	 3649.14
3	226	2225000	 1043.63	 3646.84
3	231	2230000	 1045.96	 3644.43
3	236	2235000	 1048.31	 3642.12
3	241	2240000	 1050.68	 3639.87
3	246	2245000	 1053.09	 3637.75
3	251	2250000	 1055.46	 3635.47
3	256	2255000	 1057.81	 3633.16
3	261	2260000	 1060.17	 3630.84
3	266	2265000	 1062.48	 3628.37
3	271	2270000	 1064.82	 3626.03
3	276	2275000	 1067.14	 3623.57
3	281	2280000	 1069.45	 3621.14
3	286	2285000	 1071.80	 3618.78
3	291	2290000	 1074.14	 3616.42
3	296	2295000	 1076.50	 3614.15
3	301	2300000	 1078.84	 3611.77
3	306	2305000	 1081.19	 3609.43
3	311	2310000	 1083.52	 3607.03
3	316	2315000	 1085.87	 3604.71
3	321	2320000	 1088.20	 3602.32
3	326	2325000	 1090.52	 3599.90
3	331	2330000	 1092.83	 3597.41
3	336	2335000	 1095.14	 3594.98
3	341	2340000	 1097.47	 3592.58
3	346	2345000	 1099.82	 3590.25
3	351	2350000	 1102.15	 3587.86
3	356	2355000	 1104.47	 3585.43
3	361	2360000	 1106.79	 3582.99
3	366	2365000	 1109.12	 3580.62
3	371	2370000	 1111.48	 3578.30
3	376	2375000	 1113.81	 3575.92
3	381	2380000	 1116.15	 3573.55
3	386	2385000	 1118.46	 3571.09
3	391	2390000	 1120.83	 3568.84
3	396	2395000	 1123.23	 3566.68
3	401	2400000	 1125.61	 3564.43
3	406	2405000	 1127.94	 3562.04
3	411	2410000	 1130.26	 3559.61
3	416	2415000	 1132.58	 3557.18
3	421	2420000	 1134.91	 3554.80
3	426	2425000	 1137.15	 3552.12
3	431	2430000	 1139.46	 3549.69
3	436	2435000	 1141.84	 3547.45
3	441	2440000	 1144.14	 3544.94
3	446	2445000	 1146.47	 3542.58
3	451	2450000	 1148.79	 3540.16
3	456	2455000	 1151.13	 3537.80
3	461	2460000	 1153.51	 3535.57
3	466	2465000	 1155.87	 3533.26
3	471	2470000	 1158.21	 3530.91
3	476	2475000	 1160.55	 3528.55
3	481	2480000	 1162.85	 3526.05
3	486	2485000	 1165.18	 3523.68
3	491	2490000	 1167.48	 3521.21
3	496	2495000	 1169.82	 3518.84
3	501	2500000	 1172.17	 3516.52
3	506	2505000	 1174.52	 3514.20
3	511	2510000	 1176.86	 3511.83
3	516	2515000	 1179.21	 3509.51
3	521	2520000	 1181.57	 3507.21
3	526	2525000	 1183.94	 3504.93
3	531	2530000	 1186.31	 3502.66
3	536	2535000	 1188.68	 3500.40
3	541	2540000	 1191.04	 3498.10
3	546	2545000	 1193.39	 3495.76
3	551	2550000	 1195.74	 3493.44
3	556	2555000	 1198.12	 3491.18
3	561	2560000	 1200.48	 3488.88
3	566	2565000	 1202.85	 3486.61
3	571	2570000	 1205.23	 3484.39
3	576	2575000	 1207.62	 3482.18
3	581	2580000	 1210.00	 3479.91
3	586	2585000	 1212.35	 3477.58
3	591	2590000	 1214.70	 3475.28
3	596	2595000	 1217.09	 3473.04
3	601	2600000	 1219.42	 3470.67
3	606	2605000	 1221.73	 3468.22
3	611	2610000	 1224.12	 3466.00
3	616	2615000	 1226.55	 3463.88
3	621	2620000	 1228.92	 3461.63
3	626	2625000	 1231.30	 3459.36
3	631	2630000	 1233.62	 3456.94
3	636	2635000	 1235.95	 3454.56
3	641	2640000	 1238.28	 3452.17
3	646	2645000	 1240.58	 3449.70
3	651	2650000	 1242.95	 3447.42
3	656	2655000	 1245.26	 3444.99
3	661	2660000	 1247.60	 3442.62
3	666	2665000	 1249.93	 3440.25
3	671	2670000	 1252.28	 3437.90
3	676	2675000	 1254.62	 3435.55
3	681	2680000	 1256.87	 3432.95
3	686	2685000	 1259.12	 3430.35
3	691	2690000	 1261.44	 3427.92
3	696	2695000	 1263.77	 3425.54
3	701	2700000	 1266.11	 3423.18
3	706	2705000	 1268.44	 3420.80
3	711	2710000	 1270.78	 3418.44
3	716	2715000	 1273.13	 3416.11
3	721	2720000	 1275.48	 3413.79
3	726	2725000	 1277.85	 3411.50
3	731	2730000	 1280.22	 3409.23
3	736	2735000	 1282.64	 3407.07
3	741	2740000	 1284.99	 3404.77
3	746	2745000	 1287.33	 3402.40
3	751	2750000	 1289.68	 3400.05
3	756	2755000	 1291.98	 3397.59
3	761	2760000	 1294.30	 3395.18
3	766	2765000	 1296.66	 3392.89
3	771	2770000	 1299.03	 3390.60
3	776	2775000	 1301.41	 3388.35
3	781	2780000	 1303.79	 3386.10
3	786	2785000	 1306.12	 3383.72
3	791	2790000	 1308.46	 3381.35
3	796	2795000	 1310.82	 3379.05
3	801	2800000	 1313.16	 3376.70
3	806	2805000	 1315.46	 3374.24
3	811	2810000	 1317.83	 3371.94
3	816	2815000	 1320.16	 3369.58
3	821	2820000	 1322.50	 3367.21
3	826	2825000	 1324.84	 3364.85
3	831	2830000	 1327.16	 3362.45
3	836	2835000	 1329.52	 3360.15
3	841	2840000	 1331.85	 3357.76
3	846	2845000	 1334.18	 3355.39
3	851	2850000	 1336.57	 3353.14
3	856	2855000	 1338.89	 3350.75
3	861	2860000	 1341.20	 3348.31
3	866	2865000	 1343.52	 3345.91
3	871	2870000	 1345.92	 3343.70
3	876	2875000	 1348.28	 3341.39
3	881	2880000	 1350.63	 3339.06
3	886	2885000	 1352.96	 3336.67
3	891	2890000	 1355.34	 3334.41
3	896	2895000	 1357.72	 3332.15
3	901	2900000	 1360.05	 3329.79
3	906	2905000	 1362.38	 3327.40
3	911	2910000	 1364.73	 3325.06
3	916	2915000	 1367.05	 3322.66
3	921	2920000	 1369.34	 3320.19
3	926	2925000	 1371.68	 3317.83
3	931	2930000	 1374.10	 3315.66
3	936	2935000	 1376.52	 3313.49
3	941	2940000	 1378.94	 3311.32
3	946	2945000	 1381.36	 3309.16
3	951	2950000	 1383.75	 3306.93
3	956	2955000	 1386.07	 3304.53
3	961	2960000	 1388.40	 3302.13
3	966	2965000	 1390.77	 3299.84
3	971	2970000	 1393.10	 3297.47
3	976	2975000	 1395.46	 3295.16
3	981	2980000	 1397.79	 3292.78
3	986	2985000	 1400.15	 3290.48
3	991	2990000	 1402.55	 3288.24
3	996	2995000	 1404.89	 3285.90
4	1	3000000	 1407.24	 3283.57
4	6	3005000	 1409.60	 3281.25
4	11	3010000	 1411.94	 3278.89
4	16	3015000	 1414.27	 3276.50
4	21	3020000	 1416.56	 3274.04
4	26	3025000	 1418.88	 3271.62
4	31	3030000	 1421.29	 3269.44
4	36	3035000	 1423.64	 3267.11
4	41	3040000	 1425.99	 3264.76
4	46	3045000	 1428.33	 3262.42
4	51	3050000	 1430.67	 3260.05
4	56	3055000	 1433.00	 3257.67
4	61	3060000	 1435.33	 3255.29
4	66	3065000	 1437.68	 3252.95
4	71	3070000	 1440.03	 3250.62
4	76	3075000	 1442.31	 3248.13
4	81	3080000	 1444.63	 3245.73
4	86	3085000	 1446.96	 3243.35
4	91	3090000	 1449.23	 3240.83
4	96	3095000	 1451.58	 3238.49
4	101	3100000	 1453.88	 3236.06
4	106	3105000	 1456.26	 3233.79
4	111	3110000	 1458.59	 3231.40
4	116	3115000	 1460.82	 3228.82
4	121	3120000	 1463.10	 3226.31
4	126	3125000	 1465.40	 3223.87
4	131	3130000	 1467.76	 3221.57
4	136	3135000	 1470.04	 3219.08
4	141	3140000	 1472.38	 3216.73
4	146	3145000	 1474.68	 3214.28
4	151	3150000	 1477.00	 3211.89
4	156	3155000	 1479.33	 3209.52
4	161	3160000	 1481.65	 3207.13
4	166	3165000	 1484.00	 3204.78
4	171	3170000	 1486.36	 3202.48
4	176	3175000	 1488.67	 3200.06
4	181	3180000	 1490.97	 3197.62
4	186	3185000	 1493.30	 3195.25
4	191	3190000	 1495.63	 3192.86
4	196	3195000	 1498.02	 3190.61
4	201	3200000	 1500.37	 3188.29
4	206	3205000	 1502.75	 3186.02
4	211	3210000	 1505.05	 3183.58
4	216	3215000	 1507.40	 3181.26
4	221	3220000	 1509.76	 3178.94
4	226	3225000	 1512.08	 3176.54
4	231	3230000	 1514.33	 3173.99
4	236	3235000	 1516.60	 3171.51
4	241	3240000	 1518.90	 3169.07
4	246	3245000	 1521.21	 3166.65
4	251	3250000	 1523.54	 3164.28
4	256	3255000	 1525.84	 3161.83
4	261	3260000	 1528.16	 3159.46
4	266	3265000	 1530.51	 3157.13
4	271	3270000	 1532.83	 3154.72
4	276	3275000	 1535.08	 3152.18
4	281	3280000	 1537.46	 3149.93
4	286	3285000	 1539.84	 3147.65
4	291	3290000	 1542.24	 3145.42
4	296	3295000	 1544.61	 3143.14
4	301	3300000	 1546.93	 3140.74
4	306	3305000	 1549.22	 3138.28
4	311	3310000	 1551.58	 3135.97
4	316	3315000	 1553.81	 3133.39
4	321	3320000	 1556.10	 3130.95
4	326	3325000	 1558.42	 3128.56
4	331	3330000	 1560.73	 3126.14
4	336	3335000	 1563.09	 3123.84
4	341	3340000	 1565.45	 3121.53
4	346	3345000	 1567.81	 3119.22
4	351	3350000	 1570.11	 3116.78
4	356	3355000	 1572.47	 3114.48
4	361	3360000	 1574.80	 3112.11
4	366	3365000	 1577.13	 3109.74
4	371	3370000	 1579.49	 3107.42
4	376	3375000	 1581.80	 3105.02
4	381	3380000	 1584.14	 3102.67
4	386	3385000	 1586.49	 3100.33
4	391	3390000	 1588.78	 3097.89
4	396	3395000	 1591.15	 3095.60
4	401	3400000	 1593.49	 3093.24
4	406	3405000	 1595.79	 3090.81
4	411	3410000	 1598.11	 3088.43
4	416	3415000	 1600.41	 3086.01
4	421	3420000	 1602.72	 3083.60
4	426	3425000	 1605.06	 3081.25
4	431	3430000	 1607.40	 3078.90
4	436	3435000	 1609.71	 3076.50
4	441	3440000	 1612.00	 3074.05
4	446	3445000	 1614.31	 3071.64
4	451	3450000	 1616.67	 3069.34
4	456	3455000	 1619.03	 3067.02
4	461	3460000	 1621.39	 3064.70
4	466	3465000	 1623.74	 3062.38
4	471	3470000	 1626.14	 3060.14
4	476	3475000	 1628.46	 3057.76
4	481	3480000	 1630.83	 3055.46
4	486	3485000	 1633.16	 3053.10
4	491	3490000	 1635.52	 3050.79
4	496	3495000	 1637.92	 3048.55
4	501	3500000	 1640.32	 3046.30
4	506	3505000	 1642.65	 3043.94
4	511	3510000	 1645.00	 3041.62
4	516	3515000	 1647.33	 3039.23
4	521	3520000	 1649.67	 3036.88
4	526	3525000	 1652.04	 3034.59
4	531	3530000	 1654.39	 3032.26
4	536	3535000	 1656.75	 3029.96
4	541	3540000	 1659.13	 3027.68
