Opening log file:  /home/users/mbenguebila/java.log.16170
[?1h=
                                                                                            < M A T L A B (R) >
                                                                                  Copyright 1984-2017 The MathWorks, Inc.
                                                                                  R2017a (9.2.0.538062) 64-bit (glnxa64)
                                                                                             February 23, 2017

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
[H[J    10

Elapsed time is 138.555515 seconds.
File #	Point #	Step #	Time	#Time left
4	546	3545000	 1661.49	 3025.37
4	551	3550000	 1663.86	 3023.06
4	556	3555000	 1666.25	 3020.80
4	561	3560000	 1668.65	 3018.57
4	566	3565000	 1670.98	 3016.19
4	571	3570000	 1673.33	 3013.86
4	576	3575000	 1675.69	 3011.56
4	581	3580000	 1678.02	 3009.19
4	586	3585000	 1680.35	 3006.83
4	591	3590000	 1682.65	 3004.40
4	596	3595000	 1684.99	 3002.04
4	601	3600000	 1687.33	 2999.70
4	606	3605000	 1689.64	 2997.30
4	611	3610000	 1691.98	 2994.95
4	616	3615000	 1694.30	 2992.56
4	621	3620000	 1696.68	 2990.28
4	626	3625000	 1699.07	 2988.02
4	631	3630000	 1701.43	 2985.70
4	636	3635000	 1703.76	 2983.33
4	641	3640000	 1706.14	 2981.06
4	646	3645000	 1708.49	 2978.72
4	651	3650000	 1710.82	 2976.35
4	656	3655000	 1713.17	 2974.03
4	661	3660000	 1715.45	 2971.57
4	666	3665000	 1717.79	 2969.23
4	671	3670000	 1720.10	 2966.82
4	676	3675000	 1722.46	 2964.51
4	681	3680000	 1724.88	 2962.29
4	686	3685000	 1727.29	 2960.06
4	691	3690000	 1729.61	 2957.68
4	696	3695000	 1731.97	 2955.37
4	701	3700000	 1734.29	 2952.98
4	706	3705000	 1736.58	 2950.55
4	711	3710000	 1738.88	 2948.12
4	716	3715000	 1741.22	 2945.78
4	721	3720000	 1743.58	 2943.46
4	726	3725000	 1745.88	 2941.05
4	731	3730000	 1748.19	 2938.65
4	736	3735000	 1750.52	 2936.29
4	741	3740000	 1752.87	 2933.95
4	746	3745000	 1755.21	 2931.60
4	751	3750000	 1757.58	 2929.30
4	756	3755000	 1759.93	 2926.96
4	761	3760000	 1762.24	 2924.56
4	766	3765000	 1764.60	 2922.25
4	771	3770000	 1766.96	 2919.93
4	776	3775000	 1769.32	 2917.62
4	781	3780000	 1771.72	 2915.38
4	786	3785000	 1774.15	 2913.16
4	791	3790000	 1776.58	 2910.96
4	796	3795000	 1778.94	 2908.64
4	801	3800000	 1781.33	 2906.38
4	806	3805000	 1783.66	 2904.01
4	811	3810000	 1785.97	 2901.62
4	816	3815000	 1788.30	 2899.25
4	821	3820000	 1790.66	 2896.92
4	826	3825000	 1793.02	 2894.61
4	831	3830000	 1795.38	 2892.30
4	836	3835000	 1797.78	 2890.05
4	841	3840000	 1800.11	 2887.68
4	846	3845000	 1802.43	 2885.30
4	851	3850000	 1804.79	 2882.98
4	856	3855000	 1807.12	 2880.62
4	861	3860000	 1809.52	 2878.35
4	866	3865000	 1811.84	 2875.97
4	871	3870000	 1814.18	 2873.62
4	876	3875000	 1816.50	 2871.24
4	881	3880000	 1818.84	 2868.90
4	886	3885000	 1821.18	 2866.54
4	891	3890000	 1823.52	 2864.19
4	896	3895000	 1825.82	 2861.78
4	901	3900000	 1828.14	 2859.39
4	906	3905000	 1830.44	 2856.99
4	911	3910000	 1832.77	 2854.62
4	916	3915000	 1835.08	 2852.23
4	921	3920000	 1837.50	 2850.00
4	926	3925000	 1839.90	 2847.75
4	931	3930000	 1842.29	 2845.47
4	936	3935000	 1844.64	 2843.14
4	941	3940000	 1846.97	 2840.77
4	946	3945000	 1849.32	 2838.44
4	951	3950000	 1851.62	 2836.02
4	956	3955000	 1853.96	 2833.68
4	961	3960000	 1856.32	 2831.35
4	966	3965000	 1858.64	 2828.98
4	971	3970000	 1860.98	 2826.63
4	976	3975000	 1863.30	 2824.25
4	981	3980000	 1865.70	 2822.00
4	986	3985000	 1868.10	 2819.72
4	991	3990000	 1870.41	 2817.33
4	996	3995000	 1872.78	 2815.04
5	1	4000000	 1875.12	 2812.68
5	6	4005000	 1877.46	 2810.33
5	11	4010000	 1879.79	 2807.97
5	16	4015000	 1882.11	 2805.59
5	21	4020000	 1884.44	 2803.23
5	26	4025000	 1886.77	 2800.86
5	31	4030000	 1889.05	 2798.42
5	36	4035000	 1891.39	 2796.07
5	41	4040000	 1893.70	 2793.68
5	46	4045000	 1896.01	 2791.29
5	51	4050000	 1898.34	 2788.92
5	56	4055000	 1900.68	 2786.57
5	61	4060000	 1903.00	 2784.19
5	66	4065000	 1905.32	 2781.81
5	71	4070000	 1907.67	 2779.48
5	76	4075000	 1910.01	 2777.14
5	81	4080000	 1912.39	 2774.84
5	86	4085000	 1914.73	 2772.49
5	91	4090000	 1917.04	 2770.10
5	96	4095000	 1919.40	 2767.78
5	101	4100000	 1921.77	 2765.47
5	106	4105000	 1924.11	 2763.12
5	111	4110000	 1926.47	 2760.80
5	116	4115000	 1928.84	 2758.49
5	121	4120000	 1931.19	 2756.17
5	126	4125000	 1933.51	 2753.79
5	131	4130000	 1935.84	 2751.42
5	136	4135000	 1938.16	 2749.04
5	141	4140000	 1940.44	 2746.62
5	146	4145000	 1942.80	 2744.29
5	151	4150000	 1945.12	 2741.91
5	156	4155000	 1947.48	 2739.59
5	161	4160000	 1949.83	 2737.26
5	166	4165000	 1952.17	 2734.92
5	171	4170000	 1954.47	 2732.50
5	176	4175000	 1956.82	 2730.18
5	181	4180000	 1959.19	 2727.87
5	186	4185000	 1961.51	 2725.50
5	191	4190000	 1963.84	 2723.12
5	196	4195000	 1966.19	 2720.79
5	201	4200000	 1968.54	 2718.46
5	206	4205000	 1970.87	 2716.10
5	211	4210000	 1973.24	 2713.79
5	216	4215000	 1975.55	 2711.40
5	221	4220000	 1977.89	 2709.06
5	226	4225000	 1980.21	 2706.68
5	231	4230000	 1982.55	 2704.33
5	236	4235000	 1984.91	 2702.01
5	241	4240000	 1987.24	 2699.64
5	246	4245000	 1989.58	 2697.29
5	251	4250000	 1991.91	 2694.94
5	256	4255000	 1994.27	 2692.61
5	261	4260000	 1996.61	 2690.27
5	266	4265000	 1999.00	 2687.99
5	271	4270000	 2001.40	 2685.71
5	276	4275000	 2003.73	 2683.36
5	281	4280000	 2006.07	 2681.01
5	286	4285000	 2008.37	 2678.61
5	291	4290000	 2010.72	 2676.28
5	296	4295000	 2013.10	 2673.98
5	301	4300000	 2015.51	 2671.72
5	306	4305000	 2017.91	 2669.45
5	311	4310000	 2020.30	 2667.17
5	316	4315000	 2022.66	 2664.85
5	321	4320000	 2025.00	 2662.50
5	326	4325000	 2027.33	 2660.14
5	331	4330000	 2029.67	 2657.79
5	336	4335000	 2032.01	 2655.44
5	341	4340000	 2034.35	 2653.09
5	346	4345000	 2036.70	 2650.75
5	351	4350000	 2039.04	 2648.40
5	356	4355000	 2041.42	 2646.11
5	361	4360000	 2043.75	 2643.74
5	366	4365000	 2046.09	 2641.40
5	371	4370000	 2048.41	 2639.03
5	376	4375000	 2050.79	 2636.73
5	381	4380000	 2053.13	 2634.39
5	386	4385000	 2055.48	 2632.05
5	391	4390000	 2057.82	 2629.70
5	396	4395000	 2060.14	 2627.32
5	401	4400000	 2062.46	 2624.95
5	406	4405000	 2064.76	 2622.55
5	411	4410000	 2067.13	 2620.25
5	416	4415000	 2069.49	 2617.92
5	421	4420000	 2071.82	 2615.55
5	426	4425000	 2074.16	 2613.20
5	431	4430000	 2076.52	 2610.88
5	436	4435000	 2078.86	 2608.54
5	441	4440000	 2081.18	 2606.17
5	446	4445000	 2083.51	 2603.80
5	451	4450000	 2085.82	 2601.42
5	456	4455000	 2088.18	 2599.09
5	461	4460000	 2090.46	 2596.67
5	466	4465000	 2092.77	 2594.28
5	471	4470000	 2095.08	 2591.90
5	476	4475000	 2097.38	 2589.50
5	481	4480000	 2099.68	 2587.10
5	486	4485000	 2101.98	 2584.71
5	491	4490000	 2104.36	 2582.41
5	496	4495000	 2106.74	 2580.12
5	501	4500000	 2109.09	 2577.77
5	506	4505000	 2111.44	 2575.44
5	511	4510000	 2113.75	 2573.06
5	516	4515000	 2116.12	 2570.75
5	521	4520000	 2118.45	 2568.39
5	526	4525000	 2120.77	 2566.01
5	531	4530000	 2123.05	 2563.60
5	536	4535000	 2125.38	 2561.24
5	541	4540000	 2127.77	 2558.95
5	546	4545000	 2130.10	 2556.58
5	551	4550000	 2132.46	 2554.26
5	556	4555000	 2134.78	 2551.89
5	561	4560000	 2137.09	 2549.51
5	566	4565000	 2139.43	 2547.17
5	571	4570000	 2141.74	 2544.78
5	576	4575000	 2144.03	 2542.38
5	581	4580000	 2146.38	 2540.04
5	586	4585000	 2148.69	 2537.65
5	591	4590000	 2151.03	 2535.31
5	596	4595000	 2153.37	 2532.96
5	601	4600000	 2155.72	 2530.62
5	606	4605000	 2158.04	 2528.25
5	611	4610000	 2160.39	 2525.92
5	616	4615000	 2162.71	 2523.55
5	621	4620000	 2165.07	 2521.23
5	626	4625000	 2167.47	 2518.96
5	631	4630000	 2169.88	 2516.68
5	636	4635000	 2172.27	 2514.40
5	641	4640000	 2174.62	 2512.07
5	646	4645000	 2176.94	 2509.69
5	651	4650000	 2179.30	 2507.37
5	656	4655000	 2181.64	 2505.01
5	661	4660000	 2183.94	 2502.62
5	666	4665000	 2186.28	 2500.27
5	671	4670000	 2188.65	 2497.96
5	676	4675000	 2190.97	 2495.60
5	681	4680000	 2193.31	 2493.25
5	686	4685000	 2195.61	 2490.86
5	691	4690000	 2197.97	 2488.53
5	696	4695000	 2200.24	 2486.11
5	701	4700000	 2202.58	 2483.76
5	706	4705000	 2204.91	 2481.40
5	711	4710000	 2207.21	 2479.01
5	716	4715000	 2209.52	 2476.63
5	721	4720000	 2211.85	 2474.27
5	726	4725000	 2214.14	 2471.87
5	731	4730000	 2216.51	 2469.56
5	736	4735000	 2218.86	 2467.22
5	741	4740000	 2221.24	 2464.92
5	746	4745000	 2223.64	 2462.64
5	751	4750000	 2226.04	 2460.37
5	756	4755000	 2228.37	 2458.00
5	761	4760000	 2230.75	 2455.70
5	766	4765000	 2233.05	 2453.31
5	771	4770000	 2235.46	 2451.04
5	776	4775000	 2237.82	 2448.72
5	781	4780000	 2240.23	 2446.44
5	786	4785000	 2242.58	 2444.11
5	791	4790000	 2244.91	 2441.75
5	796	4795000	 2247.26	 2439.42
5	801	4800000	 2249.54	 2437.00
5	806	4805000	 2251.89	 2434.66
5	811	4810000	 2254.18	 2432.27
5	816	4815000	 2256.49	 2429.89
5	821	4820000	 2258.89	 2427.61
5	826	4825000	 2261.28	 2425.32
5	831	4830000	 2263.69	 2423.04
5	836	4835000	 2266.10	 2420.77
5	841	4840000	 2268.49	 2418.48
5	846	4845000	 2270.82	 2416.12
5	851	4850000	 2273.13	 2413.74
5	856	4855000	 2275.48	 2411.40
5	861	4860000	 2277.84	 2409.07
5	866	4865000	 2280.16	 2406.70
5	871	4870000	 2282.51	 2404.37
5	876	4875000	 2284.91	 2402.08
5	881	4880000	 2287.29	 2399.78
5	886	4885000	 2289.64	 2397.44
5	891	4890000	 2292.00	 2395.12
5	896	4895000	 2294.33	 2392.76
5	901	4900000	 2296.63	 2390.37
5	906	4905000	 2298.92	 2387.97
5	911	4910000	 2301.22	 2385.58
5	916	4915000	 2303.58	 2383.26
5	921	4920000	 2305.96	 2380.95
5	926	4925000	 2308.30	 2378.61
5	931	4930000	 2310.61	 2376.22
5	936	4935000	 2312.97	 2373.90
5	941	4940000	 2315.31	 2371.55
5	946	4945000	 2317.73	 2369.28
5	951	4950000	 2320.04	 2366.91
5	956	4955000	 2322.37	 2364.55
5	961	4960000	 2324.70	 2362.20
5	966	4965000	 2327.09	 2359.89
5	971	4970000	 2329.46	 2357.59
5	976	4975000	 2331.80	 2355.23
5	981	4980000	 2334.14	 2352.89
5	986	4985000	 2336.47	 2350.53
5	991	4990000	 2338.83	 2348.21
5	996	4995000	 2341.19	 2345.88
6	1	5000000	 2343.50	 2343.50
6	6	5005000	 2345.82	 2341.13
6	11	5010000	 2348.14	 2338.76
6	16	5015000	 2350.42	 2336.36
6	21	5020000	 2352.71	 2333.97
6	26	5025000	 2355.03	 2331.60
6	31	5030000	 2357.32	 2329.20
6	36	5035000	 2359.65	 2326.84
6	41	5040000	 2361.97	 2324.48
6	46	5045000	 2364.34	 2322.16
6	51	5050000	 2366.69	 2319.82
6	56	5055000	 2369.05	 2317.50
6	61	5060000	 2371.39	 2315.15
6	66	5065000	 2373.77	 2312.84
6	71	5070000	 2376.08	 2310.47
6	76	5075000	 2378.40	 2308.10
6	81	5080000	 2380.75	 2305.76
6	86	5085000	 2383.10	 2303.43
6	91	5090000	 2385.45	 2301.09
6	96	5095000	 2387.79	 2298.75
6	101	5100000	 2390.10	 2296.37
6	106	5105000	 2392.42	 2294.01
6	111	5110000	 2394.81	 2291.71
6	116	5115000	 2397.12	 2289.33
6	121	5120000	 2399.46	 2286.99
6	126	5125000	 2401.81	 2284.65
6	131	5130000	 2404.13	 2282.28
6	136	5135000	 2406.53	 2279.99
6	141	5140000	 2408.85	 2277.63
6	146	5145000	 2411.19	 2275.28
6	151	5150000	 2413.51	 2272.92
6	156	5155000	 2415.81	 2270.54
6	161	5160000	 2418.15	 2268.19
6	166	5165000	 2420.43	 2265.78
6	171	5170000	 2422.74	 2263.41
6	176	5175000	 2425.07	 2261.06
6	181	5180000	 2427.44	 2258.73
6	186	5185000	 2429.76	 2256.37
6	191	5190000	 2432.15	 2254.08
6	196	5195000	 2434.51	 2251.75
6	201	5200000	 2436.84	 2249.39
6	206	5205000	 2439.21	 2247.08
6	211	5210000	 2441.54	 2244.71
6	216	5215000	 2443.77	 2242.27
6	221	5220000	 2446.07	 2239.89
6	226	5225000	 2448.39	 2237.52
6	231	5230000	 2450.74	 2235.18
6	236	5235000	 2453.06	 2232.82
6	241	5240000	 2455.41	 2230.49
6	246	5245000	 2457.77	 2228.16
6	251	5250000	 2460.08	 2225.79
6	256	5255000	 2462.44	 2223.46
6	261	5260000	 2464.87	 2221.19
6	266	5265000	 2467.29	 2218.92
6	271	5270000	 2469.66	 2216.60
6	276	5275000	 2472.08	 2214.33
6	281	5280000	 2474.40	 2211.96
6	286	5285000	 2476.74	 2209.61
6	291	5290000	 2479.13	 2207.32
6	296	5295000	 2481.46	 2204.96
6	301	5300000	 2483.81	 2202.62
6	306	5305000	 2486.13	 2200.26
6	311	5310000	 2488.44	 2197.89
6	316	5315000	 2490.73	 2195.50
6	321	5320000	 2493.05	 2193.14
6	326	5325000	 2495.34	 2190.75
6	331	5330000	 2497.67	 2188.39
6	336	5335000	 2499.99	 2186.02
6	341	5340000	 2502.31	 2183.67
6	346	5345000	 2504.69	 2181.36
6	351	5350000	 2507.06	 2179.03
6	356	5355000	 2509.38	 2176.67
6	361	5360000	 2511.70	 2174.30
6	366	5365000	 2514.01	 2171.94
6	371	5370000	 2516.33	 2169.57
6	376	5375000	 2518.68	 2167.24
6	381	5380000	 2520.99	 2164.86
6	386	5385000	 2523.34	 2162.53
6	391	5390000	 2525.65	 2160.16
6	396	5395000	 2528.00	 2157.82
6	401	5400000	 2530.34	 2155.48
6	406	5405000	 2532.66	 2153.12
6	411	5410000	 2534.96	 2150.74
6	416	5415000	 2537.34	 2148.42
6	421	5420000	 2539.69	 2146.08
6	426	5425000	 2542.04	 2143.74
6	431	5430000	 2544.37	 2141.39
6	436	5435000	 2546.71	 2139.05
6	441	5440000	 2549.05	 2136.71
6	446	5445000	 2551.48	 2134.43
6	451	5450000	 2553.85	 2132.12
6	456	5455000	 2556.21	 2129.79
6	461	5460000	 2558.59	 2127.47
6	466	5465000	 2561.01	 2125.19
6	471	5470000	 2563.37	 2122.87
6	476	5475000	 2565.76	 2120.56
6	481	5480000	 2568.17	 2118.27
6	486	5485000	 2570.46	 2115.89
6	491	5490000	 2572.81	 2113.55
6	496	5495000	 2575.16	 2111.21
6	501	5500000	 2577.50	 2108.87
6	506	5505000	 2579.88	 2106.55
6	511	5510000	 2582.21	 2104.19
6	516	5515000	 2584.54	 2101.84
6	521	5520000	 2586.79	 2099.42
6	526	5525000	 2589.12	 2097.07
6	531	5530000	 2591.47	 2094.73
6	536	5535000	 2593.79	 2092.37
6	541	5540000	 2596.06	 2089.97
6	546	5545000	 2598.36	 2087.59
6	551	5550000	 2600.64	 2085.20
6	556	5555000	 2602.96	 2082.84
6	561	5560000	 2605.31	 2080.50
6	566	5565000	 2607.69	 2078.19
6	571	5570000	 2610.00	 2075.82
6	576	5575000	 2612.40	 2073.52
6	581	5580000	 2614.77	 2071.20
6	586	5585000	 2617.10	 2068.85
6	591	5590000	 2619.46	 2066.51
6	596	5595000	 2621.80	 2064.17
6	601	5600000	 2624.14	 2061.82
6	606	5605000	 2626.47	 2059.47
6	611	5610000	 2628.77	 2057.09
6	616	5615000	 2631.08	 2054.73
6	621	5620000	 2633.41	 2052.38
6	626	5625000	 2635.77	 2050.05
6	631	5630000	 2638.11	 2047.70
6	636	5635000	 2640.46	 2045.36
6	641	5640000	 2642.82	 2043.03
6	646	5645000	 2645.16	 2040.69
6	651	5650000	 2647.55	 2038.38
6	656	5655000	 2649.89	 2036.03
6	661	5660000	 2652.28	 2033.73
6	666	5665000	 2654.69	 2031.44
6	671	5670000	 2657.03	 2029.09
6	676	5675000	 2659.39	 2026.76
6	681	5680000	 2661.73	 2024.41
6	686	5685000	 2664.07	 2022.07
6	691	5690000	 2666.43	 2019.74
6	696	5695000	 2668.82	 2017.43
6	701	5700000	 2671.16	 2015.09
6	706	5705000	 2673.47	 2012.72
6	711	5710000	 2675.79	 2010.36
6	716	5715000	 2678.13	 2008.02
6	721	5720000	 2680.49	 2005.68
6	726	5725000	 2682.80	 2003.31
6	731	5730000	 2685.05	 2000.90
6	736	5735000	 2687.38	 1998.55
6	741	5740000	 2689.74	 1996.21
6	746	5745000	 2692.05	 1993.85
6	751	5750000	 2694.40	 1991.52
6	756	5755000	 2696.71	 1989.15
6	761	5760000	 2699.00	 1986.76
6	766	5765000	 2701.33	 1984.41
6	771	5770000	 2703.66	 1982.06
6	776	5775000	 2706.00	 1979.72
6	781	5780000	 2708.30	 1977.34
6	786	5785000	 2710.62	 1974.98
6	791	5790000	 2712.94	 1972.62
6	796	5795000	 2715.24	 1970.25
6	801	5800000	 2717.61	 1967.92
6	806	5805000	 2719.92	 1965.56
6	811	5810000	 2722.25	 1963.21
6	816	5815000	 2724.55	 1960.83
6	821	5820000	 2726.88	 1958.48
6	826	5825000	 2729.23	 1956.14
6	831	5830000	 2731.55	 1953.78
6	836	5835000	 2733.92	 1951.46
6	841	5840000	 2736.28	 1949.13
6	846	5845000	 2738.65	 1946.81
6	851	5850000	 2740.97	 1944.45
6	856	5855000	 2743.38	 1942.16
6	861	5860000	 2745.78	 1939.85
6	866	5865000	 2748.20	 1937.56
6	871	5870000	 2750.60	 1935.26
6	876	5875000	 2752.90	 1932.89
6	881	5880000	 2755.21	 1930.52
6	886	5885000	 2757.57	 1928.19
6	891	5890000	 2759.92	 1925.85
6	896	5895000	 2762.22	 1923.48
6	901	5900000	 2764.54	 1921.12
6	906	5905000	 2766.87	 1918.77
6	911	5910000	 2769.26	 1916.46
6	916	5915000	 2771.58	 1914.10
6	921	5920000	 2773.95	 1911.78
6	926	5925000	 2776.32	 1909.45
6	931	5930000	 2778.73	 1907.16
6	936	5935000	 2781.11	 1904.84
6	941	5940000	 2783.44	 1902.48
6	946	5945000	 2785.76	 1900.13
6	951	5950000	 2788.12	 1897.79
6	956	5955000	 2790.49	 1895.47
6	961	5960000	 2792.85	 1893.14
6	966	5965000	 2795.17	 1890.78
6	971	5970000	 2797.54	 1888.45
6	976	5975000	 2799.87	 1886.10
6	981	5980000	 2802.22	 1883.76
6	986	5985000	 2804.55	 1881.42
6	991	5990000	 2806.91	 1879.08
6	996	5995000	 2809.25	 1876.74
7	1	6000000	 2811.60	 1874.40
7	6	6005000	 2813.94	 1872.05
7	11	6010000	 2816.33	 1869.74
7	16	6015000	 2818.73	 1867.44
7	21	6020000	 2821.12	 1865.13
7	26	6025000	 2823.56	 1862.84
7	31	6030000	 2825.97	 1860.54
7	36	6035000	 2828.31	 1858.20
7	41	6040000	 2830.66	 1855.86
7	46	6045000	 2833.03	 1853.54
7	51	6050000	 2835.39	 1851.20
7	56	6055000	 2837.76	 1848.88
7	61	6060000	 2840.09	 1846.53
7	66	6065000	 2842.50	 1844.23
7	71	6070000	 2844.84	 1841.88
7	76	6075000	 2847.18	 1839.53
7	81	6080000	 2849.51	 1837.19
7	86	6085000	 2851.84	 1834.83
7	91	6090000	 2854.17	 1832.48
7	96	6095000	 2856.55	 1830.16
7	101	6100000	 2858.87	 1827.80
7	106	6105000	 2861.20	 1825.45
7	111	6110000	 2863.55	 1823.11
7	116	6115000	 2865.96	 1820.81
7	121	6120000	 2868.32	 1818.48
7	126	6125000	 2870.66	 1816.13
7	131	6130000	 2873.01	 1813.79
7	136	6135000	 2875.36	 1811.46
7	141	6140000	 2877.72	 1809.12
7	146	6145000	 2880.04	 1806.76
7	151	6150000	 2882.42	 1804.44
7	156	6155000	 2884.82	 1802.13
7	161	6160000	 2887.10	 1799.75
7	166	6165000	 2889.46	 1797.41
7	171	6170000	 2891.78	 1795.06
7	176	6175000	 2894.11	 1792.71
7	181	6180000	 2896.43	 1790.35
7	186	6185000	 2898.73	 1787.98
7	191	6190000	 2901.11	 1785.66
7	196	6195000	 2903.45	 1783.31
7	201	6200000	 2905.78	 1780.96
7	206	6205000	 2908.12	 1778.62
7	211	6210000	 2910.43	 1776.25
7	216	6215000	 2912.76	 1773.90
7	221	6220000	 2915.13	 1771.57
7	226	6225000	 2917.52	 1769.26
7	231	6230000	 2919.84	 1766.90
7	236	6235000	 2922.16	 1764.54
7	241	6240000	 2924.49	 1762.19
7	246	6245000	 2926.78	 1759.82
7	251	6250000	 2929.09	 1757.46
7	256	6255000	 2931.41	 1755.10
7	261	6260000	 2933.73	 1752.74
7	266	6265000	 2936.06	 1750.39
7	271	6270000	 2938.38	 1748.03
7	276	6275000	 2940.70	 1745.68
7	281	6280000	 2943.04	 1743.33
7	286	6285000	 2945.40	 1741.00
7	291	6290000	 2947.74	 1738.65
7	296	6295000	 2950.07	 1736.30
7	301	6300000	 2952.43	 1733.97
7	306	6305000	 2954.80	 1731.64
7	311	6310000	 2957.13	 1729.29
7	316	6315000	 2959.55	 1726.99
7	321	6320000	 2961.96	 1724.69
7	326	6325000	 2964.29	 1722.33
7	331	6330000	 2966.62	 1719.98
7	336	6335000	 2969.00	 1717.66
7	341	6340000	 2971.31	 1715.30
7	346	6345000	 2973.66	 1712.96
7	351	6350000	 2976.01	 1710.62
7	356	6355000	 2978.33	 1708.27
7	361	6360000	 2980.62	 1705.89
7	366	6365000	 2982.96	 1703.54
7	371	6370000	 2985.32	 1701.21
7	376	6375000	 2987.67	 1698.87
7	381	6380000	 2990.03	 1696.54
7	386	6385000	 2992.32	 1694.16
7	391	6390000	 2994.59	 1691.78
7	396	6395000	 2996.99	 1689.47
7	401	6400000	 2999.34	 1687.13
7	406	6405000	 3001.68	 1684.78
7	411	6410000	 3004.03	 1682.44
7	416	6415000	 3006.32	 1680.07
7	421	6420000	 3008.66	 1677.73
7	426	6425000	 3011.00	 1675.38
7	431	6430000	 3013.35	 1673.04
7	436	6435000	 3015.70	 1670.70
7	441	6440000	 3018.07	 1668.37
7	446	6445000	 3020.37	 1666.00
7	451	6450000	 3022.73	 1663.68
7	456	6455000	 3025.16	 1661.38
7	461	6460000	 3027.53	 1659.05
7	466	6465000	 3029.86	 1656.70
7	471	6470000	 3032.16	 1654.33
7	476	6475000	 3034.47	 1651.97
7	481	6480000	 3036.82	 1649.63
7	486	6485000	 3039.17	 1647.29
7	491	6490000	 3041.53	 1644.96
7	496	6495000	 3043.87	 1642.61
7	501	6500000	 3046.21	 1640.27
7	506	6505000	 3048.60	 1637.95
7	511	6510000	 3050.92	 1635.59
7	516	6515000	 3053.24	 1633.24
7	521	6520000	 3055.61	 1630.91
7	526	6525000	 3057.97	 1628.57
7	531	6530000	 3060.33	 1626.24
7	536	6535000	 3062.64	 1623.88
7	541	6540000	 3064.95	 1621.52
7	546	6545000	 3067.29	 1619.17
7	551	6550000	 3069.64	 1616.83
7	556	6555000	 3071.97	 1614.48
7	561	6560000	 3074.33	 1612.15
7	566	6565000	 3076.69	 1609.82
7	571	6570000	 3079.02	 1607.47
7	576	6575000	 3081.43	 1605.15
7	581	6580000	 3083.80	 1602.82
7	586	6585000	 3086.13	 1600.48
7	591	6590000	 3088.45	 1598.12
7	596	6595000	 3090.78	 1595.77
7	601	6600000	 3093.12	 1593.43
7	606	6605000	 3095.47	 1591.09
7	611	6610000	 3097.86	 1588.77
7	616	6615000	 3100.13	 1586.39
7	621	6620000	 3102.43	 1584.02
7	626	6625000	 3104.78	 1581.68
7	631	6630000	 3107.11	 1579.33
7	636	6635000	 3109.46	 1576.99
7	641	6640000	 3111.82	 1574.65
7	646	6645000	 3114.18	 1572.32
7	651	6650000	 3116.54	 1569.98
7	656	6655000	 3118.87	 1567.64
7	661	6660000	 3121.24	 1565.31
7	666	6665000	 3123.55	 1562.95
7	671	6670000	 3125.85	 1560.58
7	676	6675000	 3128.18	 1558.23
7	681	6680000	 3130.50	 1555.88
7	686	6685000	 3132.78	 1553.50
7	691	6690000	 3135.10	 1551.15
7	696	6695000	 3137.45	 1548.81
7	701	6700000	 3139.82	 1546.48
7	706	6705000	 3142.12	 1544.11
7	711	6710000	 3144.45	 1541.77
7	716	6715000	 3146.80	 1539.43
7	721	6720000	 3149.14	 1537.08
7	726	6725000	 3151.46	 1534.72
7	731	6730000	 3153.81	 1532.39
7	736	6735000	 3156.15	 1530.04
7	741	6740000	 3158.51	 1527.71
7	746	6745000	 3160.84	 1525.36
7	751	6750000	 3163.18	 1523.01
7	756	6755000	 3165.54	 1520.68
7	761	6760000	 3167.83	 1518.31
7	766	6765000	 3170.26	 1516.01
7	771	6770000	 3172.67	 1513.70
7	776	6775000	 3174.97	 1511.33
7	781	6780000	 3177.29	 1508.98
7	786	6785000	 3179.63	 1506.63
7	791	6790000	 3182.00	 1504.30
7	796	6795000	 3184.38	 1501.98
7	801	6800000	 3186.65	 1499.60
7	806	6805000	 3189.04	 1497.28
7	811	6810000	 3191.39	 1494.94
7	816	6815000	 3193.81	 1492.63
7	821	6820000	 3196.23	 1490.32
7	826	6825000	 3198.65	 1488.02
7	831	6830000	 3201.07	 1485.71
7	836	6835000	 3203.45	 1483.38
7	841	6840000	 3205.83	 1481.06
7	846	6845000	 3208.21	 1478.73
7	851	6850000	 3210.60	 1476.41
7	856	6855000	 3212.97	 1474.07
7	861	6860000	 3215.36	 1471.75
7	866	6865000	 3217.78	 1469.45
7	871	6870000	 3220.15	 1467.12
7	876	6875000	 3222.51	 1464.78
7	881	6880000	 3224.85	 1462.43
7	886	6885000	 3227.24	 1460.11
7	891	6890000	 3229.61	 1457.78
7	896	6895000	 3231.97	 1455.44
7	901	6900000	 3234.32	 1453.10
7	906	6905000	 3236.67	 1450.76
7	911	6910000	 3239.02	 1448.42
7	916	6915000	 3241.40	 1446.09
7	921	6920000	 3243.78	 1443.76
7	926	6925000	 3246.15	 1441.43
7	931	6930000	 3248.52	 1439.10
7	936	6935000	 3250.89	 1436.77
7	941	6940000	 3253.25	 1434.43
7	946	6945000	 3255.58	 1432.08
7	951	6950000	 3257.94	 1429.74
7	956	6955000	 3260.26	 1427.39
7	961	6960000	 3262.61	 1425.05
7	966	6965000	 3265.00	 1422.73
7	971	6970000	 3267.33	 1420.37
7	976	6975000	 3269.71	 1418.05
7	981	6980000	 3272.03	 1415.69
7	986	6985000	 3274.39	 1413.36
